url_path,views_total,views_unique
/peff74/ESP8266_ESP32_Web_File_Manager,17,14
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/ESP8266_Web_file_manager.ino,4,2
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/ESP32_Web_file_manager.ino,3,2
/peff74/ESP8266_ESP32_Web_File_Manager/tree/main/.github/workflows,3,2
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/ESP_Web_File_Manager.ino,2,2
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/index.html,2,2
/peff74/ESP8266_ESP32_Web_File_Manager/tree/main,2,2
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/.github/workflows/github-repo-stats.yml,1,1
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/README.md,1,1
/peff74/ESP8266_ESP32_Web_File_Manager/blob/main/notes.md,1,1
