time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-04 00:00:00+00:00,13,6,1,1
2026-03-05 00:00:00+00:00,6,3,1,1
2026-03-06 00:00:00+00:00,11,4,1,1
2026-03-07 00:00:00+00:00,7,4,0,0
2026-03-08 00:00:00+00:00,13,6,7,2
2026-03-09 00:00:00+00:00,14,7,3,1
2026-03-10 00:00:00+00:00,10,5,0,0
2026-03-11 00:00:00+00:00,21,10,2,1
2026-03-12 00:00:00+00:00,5,2,11,2
2026-03-13 00:00:00+00:00,17,6,3,2
2026-03-14 00:00:00+00:00,16,9,0,0
2026-03-15 00:00:00+00:00,20,9,0,0
2026-03-16 00:00:00+00:00,19,8,2,2
2026-03-17 00:00:00+00:00,6,2,5,5
